rank,rsi_length,N,pnl_pct,portfolio_final,total_trades,total_compras,total_ventas,max_racha_compras,max_racha_ventas,avg_racha_compras,avg_racha_ventas,positions_count_final,usdt_balance_final,btc_balance_final,btc_en_posiciones
352,16,42,-27.6312,723.688,244,130,114,7,7,3.61,3.26,16,25.8882,0.0,0.0439795
353,16,39,-27.6312,723.6885,245,129,116,7,7,3.58,3.31,13,25.8882,0.0,0.04397952
354,15,50,-27.6315,723.6849,240,129,111,7,7,3.79,3.36,18,28.0605,0.0,0.04384239
355,15,48,-27.6316,723.684,243,130,113,7,7,3.71,3.32,17,28.0596,0.0,0.04384239
356,15,49,-27.6316,723.684,242,130,112,7,7,3.71,3.29,18,28.0596,0.0,0.04384239
357,15,47,-27.6317,723.6826,244,131,113,7,7,3.74,3.32,18,28.0552,0.0,0.04384258
358,15,46,-27.6317,723.6835,244,131,113,7,7,3.64,3.23,18,28.0595,0.0,0.04384236
359,20,17,-27.6335,723.6645,235,127,108,7,7,3.63,3.18,19,103.3232,0.0,0.0390976
360,16,38,-27.6355,723.6449,247,130,117,7,7,3.61,3.34,13,25.7913,0.0,0.04398289
361,8,27,-27.645,723.5502,333,180,153,7,7,3.21,2.78,27,74.4726,0.0,0.04090873
362,17,20,-27.6487,723.5134,260,137,123,7,7,3.34,3.08,14,110.4884,0.0,0.03863648
363,14,25,-27.6527,723.4727,285,154,131,7,7,3.28,2.85,23,21.8397,0.0,0.04422108
364,16,36,-27.6548,723.4523,249,131,118,7,7,3.54,3.28,13,25.8825,0.0,0.043965
365,17,31,-27.655,723.4496,248,131,117,7,7,3.45,3.16,14,24.7503,0.0,0.04403618
366,13,25,-27.6567,723.4326,289,155,134,7,7,3.3,2.91,21,21.8367,0.0,0.04421875
367,14,24,-27.6615,723.385,287,155,132,7,7,3.3,2.87,23,21.4151,0.0,0.04424232
368,16,20,-27.6651,723.3489,265,137,128,7,7,3.34,3.2,9,115.8477,0.0,0.03828834
369,13,24,-27.6655,723.3449,291,156,135,7,7,3.32,2.93,21,21.4122,0.0,0.04423998
370,16,43,-27.6665,723.3354,245,131,114,7,7,3.64,3.26,17,25.8867,0.0,0.04395737
371,17,30,-27.6711,723.2894,248,132,116,7,7,3.47,3.14,16,24.2756,0.0,0.04405601
372,16,34,-27.6736,723.264,251,129,122,7,7,3.39,3.3,7,25.9731,0.0,0.04394743
373,16,33,-27.6736,723.2639,251,129,122,7,7,3.39,3.3,7,25.9731,0.0,0.04394742
374,16,32,-27.6737,723.2627,254,131,123,7,7,3.36,3.24,8,25.9679,0.0,0.04394767
375,18,27,-27.6753,723.2473,246,133,113,7,7,3.41,2.97,20,22.2303,0.0,0.04418226
376,17,27,-27.6764,723.236,253,135,118,7,7,3.38,3.03,17,22.2321,0.0,0.04418143
377,9,24,-27.6767,723.2334,340,182,158,7,7,3.14,2.77,24,27.7493,0.0,0.04383355
378,8,30,-27.6786,723.2139,322,173,149,7,7,3.26,2.87,24,74.7818,0.0,0.04086805
379,18,26,-27.6794,723.2065,251,134,117,7,7,3.35,3.0,17,22.2303,0.0,0.04417969
380,17,26,-27.6805,723.1951,258,136,122,7,7,3.32,3.05,14,22.2321,0.0,0.04417886
381,15,35,-27.6891,723.1092,253,132,121,7,7,3.57,3.36,11,25.8817,0.0,0.04394342
382,18,21,-27.6994,723.0062,249,133,116,7,7,3.41,3.05,17,49.9357,0.0,0.04242091
383,16,31,-27.7015,722.9851,253,131,122,7,7,3.45,3.3,9,25.9508,0.0,0.04393125
384,15,37,-27.702,722.9805,250,132,118,7,7,3.57,3.28,14,25.8742,0.0,0.04393578
385,8,29,-27.7021,722.9788,323,174,149,7,7,3.28,2.87,25,74.7297,0.0,0.04085652
386,15,41,-27.7024,722.9763,245,130,115,7,7,3.71,3.38,15,25.8593,0.0,0.04393646
387,15,40,-27.7024,722.9763,244,130,114,7,7,3.71,3.35,16,25.8593,0.0,0.04393646
388,15,39,-27.7026,722.9738,247,131,116,7,7,3.64,3.31,15,25.859,0.0,0.04393632
389,15,42,-27.7027,722.9734,246,132,114,7,7,3.67,3.26,18,25.8589,0.0,0.0439363
390,15,38,-27.7068,722.9316,249,132,117,7,7,3.67,3.34,15,25.7622,0.0,0.04393976
391,16,30,-27.7183,722.8172,253,132,121,7,7,3.47,3.27,11,25.4531,0.0,0.04395204
392,16,27,-27.7265,722.7348,258,135,123,7,7,3.38,3.15,12,23.3105,0.0,0.04408188
393,16,26,-27.7308,722.692,263,136,127,7,7,3.32,3.17,9,23.3105,0.0,0.04407918
394,18,24,-27.7312,722.688,253,137,116,7,7,3.42,2.97,21,21.7593,0.0,0.04417669
395,17,24,-27.7323,722.6766,260,139,121,7,7,3.39,3.02,18,21.7611,0.0,0.04417586
396,15,43,-27.7379,722.6208,247,133,114,7,7,3.69,3.26,19,25.8574,0.0,0.04391417
397,18,28,-27.7435,722.5653,245,132,113,7,7,3.47,3.05,19,24.5679,0.0,0.04399195
398,17,28,-27.7446,722.5541,252,134,118,7,7,3.44,3.11,16,24.5699,0.0,0.04399112
399,15,34,-27.7459,722.5408,254,132,122,7,7,3.47,3.3,10,25.9432,0.0,0.04390373
400,15,33,-27.7459,722.5407,254,132,122,7,7,3.47,3.3,10,25.9432,0.0,0.04390372
401,15,32,-27.746,722.5395,257,134,123,7,7,3.44,3.24,11,25.938,0.0,0.04390397
402,11,28,-27.7575,722.4255,299,158,141,7,7,3.29,3.0,17,96.6102,0.0,0.0394426
403,15,30,-27.7618,722.3819,258,136,122,7,7,3.49,3.21,14,28.0103,0.0,0.04376343
404,14,35,-27.7659,722.3409,258,137,121,7,7,3.51,3.18,16,13.4776,0.0,0.04467679
405,13,35,-27.7691,722.3085,263,138,125,7,7,3.45,3.21,13,13.476,0.0,0.04467484
406,15,27,-27.7782,722.2178,263,139,124,7,7,3.39,3.1,15,25.6488,0.0,0.04390192
407,14,37,-27.7785,722.2149,254,136,118,7,7,3.58,3.19,18,13.4739,0.0,0.04466908
408,14,40,-27.7788,722.2117,249,134,115,7,7,3.72,3.29,19,13.4663,0.0,0.04466936
409,14,41,-27.7788,722.2117,250,134,116,7,7,3.72,3.31,18,13.4663,0.0,0.04466936
410,14,42,-27.7791,722.2088,251,136,115,7,7,3.68,3.19,21,13.4661,0.0,0.04466919
411,14,39,-27.7791,722.2093,252,135,117,7,7,3.65,3.25,18,13.4661,0.0,0.04466921
412,14,38,-27.7813,722.1873,254,136,118,7,7,3.68,3.28,18,13.4157,0.0,0.044671
413,13,37,-27.7818,722.1825,261,138,123,7,7,3.45,3.15,15,13.4723,0.0,0.04466713
414,13,40,-27.7821,722.1793,255,136,119,7,7,3.58,3.22,17,13.4647,0.0,0.04466741
415,13,41,-27.7821,722.1793,256,136,120,7,7,3.58,3.24,16,13.4647,0.0,0.04466741
416,13,39,-27.7823,722.1769,258,137,121,7,7,3.51,3.18,16,13.4645,0.0,0.04466727
417,13,42,-27.7824,722.1764,257,138,119,7,7,3.54,3.13,19,13.4645,0.0,0.04466724
418,15,26,-27.7829,722.1706,268,140,128,7,7,3.33,3.12,12,25.6488,0.0,0.04389895
419,12,27,-27.7836,722.1637,294,158,136,7,7,3.22,2.83,22,21.5138,0.0,0.04415912
420,16,24,-27.7836,722.1639,265,139,126,7,7,3.39,3.15,13,22.8166,0.0,0.04407703
421,13,38,-27.7845,722.1549,260,138,122,7,7,3.54,3.21,16,13.4141,0.0,0.04466906
422,12,26,-27.7883,722.1168,299,158,141,7,7,3.22,2.94,17,21.5138,0.0,0.04415617
423,16,28,-27.7909,722.0911,257,134,123,7,7,3.44,3.24,11,25.7617,0.0,0.04388683
424,14,43,-27.7999,722.001,253,138,115,7,7,3.73,3.19,23,13.4585,0.0,0.04465656
425,11,29,-27.8014,721.9859,294,155,139,7,7,3.3,3.02,16,96.9255,0.0,0.03939503
426,13,43,-27.8031,721.9686,259,140,119,7,7,3.59,3.13,21,13.4569,0.0,0.04465462
427,11,14,-27.8074,721.9259,296,155,141,7,7,3.23,3.0,14,75.4262,0.0,0.04074626
428,10,19,-27.8093,721.9066,334,174,160,7,7,3.11,2.91,14,175.1061,0.0,0.03446262
429,12,25,-27.8234,721.7656,300,160,140,7,7,3.2,2.86,20,21.4752,0.0,0.04413646
430,14,34,-27.8251,721.7489,258,137,121,7,7,3.42,3.1,16,13.5096,0.0,0.04463746
431,14,33,-27.8256,721.7437,263,140,123,7,7,3.41,3.08,17,13.4975,0.0,0.04463789
432,14,32,-27.8257,721.7434,266,142,124,7,7,3.38,3.02,18,13.4948,0.0,0.04463804
433,13,34,-27.8286,721.7143,265,139,126,7,7,3.39,3.15,13,13.508,0.0,0.04463538
434,13,32,-27.8291,721.7088,273,144,129,7,7,3.35,3.07,15,13.4931,0.0,0.04463596
435,13,33,-27.8291,721.7091,270,142,128,7,7,3.38,3.12,14,13.4958,0.0,0.04463581
436,14,50,-27.8312,721.6879,243,132,111,7,7,3.88,3.36,21,23.1493,0.0,0.04402606
437,14,49,-27.8313,721.6871,245,133,112,7,7,3.8,3.29,21,23.1486,0.0,0.04402606
438,10,14,-27.8315,721.6852,314,165,149,7,7,3.24,2.98,16,75.0604,0.0,0.04075415
439,12,24,-27.8321,721.6789,303,162,141,7,7,3.24,2.88,21,21.0577,0.0,0.04415732
440,13,50,-27.8351,721.6487,249,134,115,7,7,3.83,3.38,19,23.1461,0.0,0.04402379
441,13,49,-27.8352,721.6479,251,135,116,7,7,3.75,3.31,19,23.1454,0.0,0.04402378
442,15,24,-27.8368,721.6323,270,143,127,7,7,3.4,3.1,16,25.1057,0.0,0.04389925
443,7,17,-27.8427,721.573,365,194,171,7,7,2.85,2.55,23,61.0578,0.0,0.0416296
444,17,21,-27.8479,721.5213,256,136,120,7,7,3.4,3.08,16,49.7218,0.0,0.0423408
445,14,28,-27.8567,721.4327,275,149,126,7,7,3.39,2.93,23,47.525,0.0,0.04247367
446,18,22,-27.875,721.2505,251,135,116,7,7,3.46,3.05,19,44.9841,0.0,0.04262233
447,15,36,-27.8766,721.2339,252,134,118,7,7,3.62,3.28,16,25.7379,0.0,0.0438343
448,15,31,-27.885,721.1496,256,134,122,7,7,3.53,3.3,12,25.8355,0.0,0.04382283
449,7,26,-27.8955,721.0448,351,191,160,7,7,3.03,2.58,31,14.9101,0.0,0.04450481
450,18,23,-27.9024,720.976,252,136,116,7,7,3.4,2.97,20,44.9841,0.0,0.04260503
451,14,31,-27.9038,720.9616,269,145,124,7,7,3.45,3.02,21,25.2408,0.0,0.04384847
452,16,21,-27.9156,720.8443,261,136,125,7,7,3.4,3.21,11,52.1336,0.0,0.04214613
453,12,35,-27.9183,720.817,270,141,129,7,7,3.36,3.15,12,13.5305,0.0,0.0445774
454,13,28,-27.9275,720.7246,281,150,131,7,7,3.33,2.98,19,47.4378,0.0,0.04243454
455,12,46,-27.9277,720.7227,264,141,123,7,7,3.44,3.08,18,13.1003,0.0,0.04459858
456,12,48,-27.9282,720.7175,261,139,122,7,7,3.66,3.3,17,13.1001,0.0,0.04459826
457,12,47,-27.9283,720.7169,262,140,122,7,7,3.68,3.3,18,13.098,0.0,0.04459835
458,12,37,-27.9309,720.6915,267,141,126,7,7,3.36,3.07,15,13.5268,0.0,0.04456973
459,12,40,-27.9312,720.6883,260,139,121,7,7,3.48,3.1,18,13.5191,0.0,0.04457001
460,12,41,-27.9312,720.6883,261,139,122,7,7,3.48,3.13,17,13.5191,0.0,0.04457001
461,12,39,-27.9314,720.6859,265,140,125,7,7,3.41,3.12,15,13.519,0.0,0.04456987
462,12,42,-27.9315,720.6854,264,141,123,7,7,3.44,3.08,18,13.5189,0.0,0.04456984
463,12,43,-27.9334,720.6661,265,142,123,7,7,3.46,3.08,19,13.5182,0.0,0.04456867
464,12,38,-27.9336,720.6638,268,141,127,7,7,3.44,3.17,14,13.4684,0.0,0.04457166
465,11,27,-27.9497,720.5032,302,161,141,7,7,3.29,2.94,20,44.5502,0.0,0.04260258
466,14,36,-27.9526,720.4739,256,138,118,7,7,3.63,3.19,20,13.4029,0.0,0.04456383
467,13,36,-27.9558,720.4417,263,140,123,7,7,3.5,3.15,17,13.4013,0.0,0.0445619
468,11,26,-27.9598,720.4017,308,162,146,7,7,3.24,2.98,16,44.5501,0.0,0.04259619
469,12,34,-27.9791,720.2086,272,142,130,7,7,3.3,3.1,12,13.5622,0.0,0.04453706
470,12,33,-27.9797,720.2033,277,145,132,7,7,3.3,3.07,13,13.55,0.0,0.0445375
471,12,32,-27.9797,720.2031,280,147,133,7,7,3.27,3.02,14,13.5473,0.0,0.04453765
472,7,18,-27.9875,720.125,362,195,167,7,7,2.91,2.53,28,61.9398,0.0,0.04148275
473,13,30,-27.9963,720.0374,278,149,129,7,7,3.39,3.0,20,46.6669,0.0,0.04243982
474,11,25,-27.9989,720.0107,310,164,146,7,7,3.22,2.92,18,44.4703,0.0,0.04257658
475,17,22,-28.0227,719.7733,259,138,121,7,7,3.45,3.1,17,44.7917,0.0,0.04254136
476,19,16,-28.0453,719.5474,237,125,112,7,7,3.47,3.2,13,96.0654,0.0,0.03929555
477,11,12,-28.0499,719.5009,294,155,139,7,7,3.23,2.96,16,42.7242,0.0,0.04265449
478,17,23,-28.0501,719.4988,260,139,121,7,7,3.39,3.02,18,44.7916,0.0,0.04252406
479,10,12,-28.0535,719.4645,312,165,147,7,7,3.17,2.88,18,42.5425,0.0,0.04266365
480,11,24,-28.0873,719.1266,313,166,147,7,7,3.25,2.94,19,40.0635,0.0,0.0427986
481,16,22,-28.0989,719.0114,262,138,124,7,7,3.45,3.18,14,46.9641,0.0,0.04235642
482,11,19,-28.1001,718.9989,317,165,152,7,7,3.11,2.92,13,162.8653,0.0,0.03505085
483,18,25,-28.1003,718.9973,252,137,115,7,7,3.42,2.95,22,9.9958,0.0,0.0446855
484,17,25,-28.1014,718.9856,259,139,120,7,7,3.39,3.0,19,9.9966,0.0,0.04468471
485,12,36,-28.1042,718.9584,269,143,126,7,7,3.4,3.07,17,13.4555,0.0,0.04446499
486,9,28,-28.113,718.87,324,172,152,7,7,3.25,2.92,20,56.2495,0.0,0.04176229
487,12,28,-28.1131,718.8691,291,155,136,7,7,3.23,2.89,19,46.6542,0.0,0.04236699
488,10,21,-28.1216,718.7844,333,178,155,7,7,3.3,2.92,23,119.0326,0.0,0.03779993
489,16,23,-28.131,718.6904,265,139,126,7,7,3.39,3.15,13,46.9643,0.0,0.04233618
490,9,30,-28.1348,718.6517,318,168,150,7,7,3.23,2.94,18,56.4724,0.0,0.04173448
491,10,28,-28.1452,718.5478,317,168,149,7,7,3.29,2.98,19,88.2659,0.0,0.03972412
492,12,30,-28.158,718.4196,286,152,134,7,7,3.23,2.91,18,46.8065,0.0,0.04232906
493,9,29,-28.158,718.4198,319,169,150,7,7,3.25,2.94,19,56.4331,0.0,0.04172235
494,16,25,-28.1706,718.2937,264,139,125,7,7,3.39,3.12,14,10.4815,0.0,0.04461054
495,10,29,-28.1904,718.0956,312,165,147,7,7,3.3,3.0,18,88.5539,0.0,0.03967746
496,18,16,-28.2284,717.7159,249,132,117,7,7,3.3,3.0,15,88.0405,0.0,0.03968589
497,15,25,-28.2452,717.5481,269,143,126,7,7,3.4,3.07,17,11.5331,0.0,0.04449727
498,10,27,-28.257,717.4299,321,172,149,7,7,3.31,2.92,23,40.7034,0.0,0.04265133
499,15,19,-28.3207,716.7933,271,143,128,7,7,3.4,3.12,15,108.5895,0.0,0.03833262
500,19,18,-28.3253,716.7471,241,128,113,7,7,3.46,3.14,15,97.0245,0.0,0.03905861
501,7,21,-28.3401,716.5987,361,197,164,7,7,2.98,2.52,33,8.0781,0.0,0.04465518
502,17,19,-28.3543,716.457,260,139,121,7,7,3.39,3.02,18,102.9483,0.0,0.03866697
503,7,20,-28.3668,716.3317,361,194,167,7,7,2.9,2.53,27,44.2125,0.0,0.04236095
504,16,19,-28.3788,716.2124,266,139,127,7,7,3.39,3.17,12,108.0692,0.0,0.0383288
505,8,28,-28.3792,716.2078,330,178,152,7,7,3.3,2.87,26,72.8696,0.0,0.040547
506,14,21,-28.4136,715.8636,283,152,131,7,7,3.38,2.98,21,94.3247,0.0,0.03917308
507,13,21,-28.4176,715.8244,288,154,134,7,7,3.35,2.98,20,94.3116,0.0,0.03917144
508,15,28,-28.4194,715.8062,262,138,124,7,7,3.45,3.18,14,27.8549,0.0,0.04335879
509,15,21,-28.4412,715.5879,266,140,126,7,7,3.41,3.15,14,56.3536,0.0,0.04154887
510,9,48,-28.4612,715.3877,274,147,127,7,7,3.77,3.34,20,23.7345,0.0,0.0435921
511,12,50,-28.4701,715.2995,256,136,120,7,7,3.78,3.43,16,12.8991,0.0,0.04426945
512,12,49,-28.4708,715.2925,258,138,120,7,7,3.73,3.33,18,12.8985,0.0,0.04426905
513,9,33,-28.4861,715.1393,302,158,144,7,7,3.29,3.06,14,18.4393,0.0,0.04391018
514,9,32,-28.4861,715.139,306,160,146,7,7,3.27,3.04,14,18.4356,0.0,0.0439104
515,19,17,-28.5015,714.9848,241,129,112,7,7,3.49,3.11,17,95.7119,0.0,0.03903027
516,8,48,-28.5112,714.8883,272,147,125,7,7,3.67,3.21,22,26.3875,0.0,0.04339342
