rank_pnl,rsi_length,N,floor_pct,factor_caida,factor_subida,rsi_buy_trigger,rsi_sell_trigger,guardia_compra,guardia_prec_compra,guardia_prec_venta,pnl_pct,portfolio_final,usdt_final,btc_posiciones,precio_prom_fin,total_trades,total_compras,total_ventas,positions_count,pnl_por_trade,max_drawdown,div_compra_det,div_compra_apr,tasa_apr_compra,div_venta_det,div_venta_apr,tasa_apr_venta,btc_value,pnl_norm,btc_norm,equilibrio_score
380,21,42,25,5.0,2.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
381,21,42,25,5.0,2.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
382,21,42,25,5.0,3.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
383,21,42,25,5.0,0.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
384,21,42,25,5.0,0.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
385,21,42,25,5.0,2.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
386,21,42,25,5.0,3.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
387,21,42,25,5.0,1.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
388,21,36,25,5.0,2.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
389,21,36,25,5.0,4.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
390,21,24,25,5.0,4.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
391,21,36,25,5.0,2.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
392,21,42,25,5.0,1.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
393,21,42,25,5.0,3.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
394,21,42,25,5.0,2.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
395,21,36,25,5.0,2.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
396,21,36,25,5.0,3.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
397,21,36,25,5.0,0.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
398,21,36,25,5.0,2.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
399,21,36,25,5.0,2.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
400,21,30,25,5.0,3.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
401,21,42,25,5.0,1.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
402,21,36,25,5.0,3.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
403,21,30,25,5.0,3.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
404,21,36,25,5.0,2.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
405,21,30,25,5.0,3.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
406,21,36,25,5.0,2.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
407,21,42,25,5.0,0.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
408,21,30,25,5.0,2.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
409,21,30,25,5.0,2.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
410,21,36,25,5.0,2.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
411,21,36,25,5.0,2.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
412,21,42,25,5.0,2.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
413,21,42,25,5.0,0.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
414,21,42,25,5.0,3.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
415,21,36,25,5.0,0.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
416,21,42,25,5.0,3.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
417,21,36,25,5.0,4.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
418,21,42,25,5.0,0.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
419,21,42,25,5.0,1.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
420,21,36,25,5.0,0.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
421,21,36,25,5.0,2.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
422,21,30,25,5.0,3.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
423,21,30,25,5.0,3.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
424,21,42,25,5.0,0.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
425,21,42,25,5.0,0.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
426,21,30,25,5.0,3.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
427,21,42,25,5.0,1.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
428,21,30,25,5.0,1.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
429,21,36,25,5.0,2.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
430,21,42,25,5.0,1.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
431,21,42,25,5.0,1.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
432,21,42,25,5.0,2.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
433,21,42,25,5.0,0.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
434,21,36,25,5.0,3.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
435,21,36,25,5.0,3.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
436,21,42,25,5.0,1.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
437,21,36,25,5.0,4.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
438,21,36,25,5.0,0.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
439,21,42,25,5.0,2.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
440,21,36,25,5.0,1.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
441,21,36,25,5.0,3.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
442,21,36,25,5.0,2.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
443,21,36,25,5.0,1.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
444,21,30,25,5.0,2.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
445,21,30,25,5.0,1.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
446,21,42,25,5.0,1.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
447,21,30,25,5.0,4.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
448,21,42,25,5.0,2.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
449,21,42,25,5.0,0.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
450,21,42,25,5.0,4.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
451,21,42,25,5.0,3.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
452,21,36,25,5.0,4.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
453,21,42,25,5.0,2.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
454,21,42,25,5.0,2.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
455,21,42,25,5.0,3.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
456,21,36,25,5.0,0.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
457,21,36,25,5.0,1.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
458,21,42,25,5.0,2.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
459,21,36,25,5.0,1.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
460,21,30,25,5.0,3.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
461,21,42,25,5.0,0.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
462,21,42,25,5.0,2.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
463,21,36,25,5.0,3.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
464,21,30,25,5.0,3.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
465,21,36,25,5.0,3.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
466,21,42,25,5.0,3.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
467,21,42,25,5.0,2.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
468,21,42,25,5.0,3.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
469,21,36,25,5.0,0.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
470,21,36,25,5.0,2.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
471,21,36,25,5.0,3.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
472,21,36,25,5.0,2.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
473,21,30,25,5.0,3.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
474,21,36,25,5.0,3.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
475,21,36,25,5.0,2.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
476,21,36,25,5.0,2.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
477,21,30,25,5.0,2.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
478,21,42,25,5.0,1.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
479,21,30,25,5.0,2.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
480,21,42,25,5.0,3.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
481,21,42,25,5.0,3.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
482,21,36,25,5.0,3.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
483,21,36,25,5.0,1.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
484,21,42,25,5.0,3.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
485,21,30,25,5.0,1.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
486,21,36,25,5.0,1.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
487,21,42,25,5.0,3.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
488,21,42,25,5.0,1.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
489,21,36,25,5.0,4.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
490,21,42,25,5.0,1.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
491,21,42,25,5.0,2.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
492,21,30,25,5.0,2.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
493,21,42,25,5.0,2.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
494,21,42,25,5.0,3.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
495,21,36,25,5.0,1.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
496,21,42,25,5.0,0.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
497,21,36,25,5.0,3.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
498,21,42,25,5.0,4.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
499,21,36,25,5.0,2.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
